0,82,50ms
1,70,50ms
2,70,50ms
3,74,50ms
4,70,50ms
5,73,50ms
6,68,50ms
7,82,50ms
8,69,50ms
9,63,50ms
10,63,50ms
11,64,50ms
12,70,50ms
13,67,50ms
14,59,50ms
15,60,50ms
16,60,50ms
17,58,50ms
18,59,50ms
19,62,50ms
20,59,50ms
21,58,50ms
22,57,50ms
23,59,50ms
24,63,50ms
25,62,50ms
26,64,50ms
27,64,50ms
28,61,50ms
29,67,50ms
30,67,50ms
31,56,50ms
32,59,50ms
33,57,50ms
34,57,50ms
35,60,50ms
36,60,50ms
37,57,50ms
38,58,50ms
39,56,50ms
40,59,50ms
41,63,50ms
42,60,50ms
43,56,50ms
44,56,50ms
45,57,50ms
46,58,50ms
47,59,50ms
48,61,50ms
49,58,50ms
50,60,50ms
51,60,50ms
52,60,50ms
53,60,50ms
54,60,50ms
55,58,50ms
56,58,50ms
57,66,50ms
58,57,50ms
59,57,50ms
60,57,50ms
61,56,50ms
62,61,50ms
63,57,50ms
64,57,50ms
65,64,50ms
66,58,50ms
67,63,50ms
68,56,50ms
69,61,50ms
70,62,50ms
71,61,50ms
72,62,50ms
73,56,50ms
74,60,50ms
75,61,50ms
76,63,50ms
77,61,50ms
78,60,50ms
79,61,50ms
80,61,50ms
81,62,50ms
82,58,50ms
83,61,50ms
84,60,50ms
85,59,50ms
86,60,50ms
87,60,50ms
88,60,50ms
89,59,50ms
90,61,50ms
91,56,50ms
92,60,50ms
93,60,50ms
94,60,50ms
95,62,50ms
96,60,50ms
97,60,50ms
98,62,50ms
99,61,50ms
100,59,50ms
101,62,50ms
102,62,50ms
103,61,50ms
104,61,50ms
105,61,50ms
106,61,50ms
107,61,50ms
108,60,50ms
109,59,50ms
110,59,50ms
111,61,50ms
112,60,50ms
113,55,50ms
114,57,50ms
115,56,50ms
116,60,50ms
117,60,50ms
118,59,50ms
119,61,50ms
120,56,50ms
121,57,50ms
122,56,50ms
123,57,50ms
124,60,50ms
125,60,50ms
126,62,50ms
127,56,50ms
128,60,50ms
129,60,50ms
130,61,50ms
131,59,50ms
132,60,50ms
133,57,50ms
134,56,50ms
135,56,50ms
136,59,50ms
137,56,50ms
138,56,50ms
139,56,50ms
140,56,50ms
141,55,50ms
142,55,50ms
143,56,50ms
144,56,50ms
145,58,50ms
146,55,50ms
147,56,50ms
148,57,50ms
149,55,50ms
150,59,50ms
151,60,50ms
152,59,50ms
153,61,50ms
154,58,50ms
155,56,50ms
156,60,50ms
157,59,50ms
158,60,50ms
159,60,50ms
160,59,50ms
161,59,50ms
162,60,50ms
163,55,50ms
164,60,50ms
165,60,50ms
166,61,50ms
167,56,50ms
168,56,50ms
169,55,50ms
170,59,50ms
171,56,50ms
172,56,50ms
173,58,50ms
174,59,50ms
175,59,50ms
176,60,50ms
177,56,50ms
178,58,50ms
179,59,50ms
180,60,50ms
181,58,50ms
182,57,50ms
183,60,50ms
184,62,50ms
185,56,50ms
186,55,50ms
187,56,50ms
188,59,50ms
189,57,50ms
190,59,50ms
191,58,50ms
192,57,50ms
193,59,50ms
194,57,50ms
195,60,50ms
196,59,50ms
197,60,50ms
198,62,50ms
199,57,50ms
200,60,50ms
201,61,50ms
202,59,50ms
203,60,50ms
204,58,50ms
205,59,50ms
206,56,50ms
207,56,50ms
208,64,50ms
209,56,50ms
210,57,50ms
211,56,50ms
212,56,50ms
213,58,50ms
214,59,50ms
215,56,50ms
216,56,50ms
217,57,50ms
218,57,50ms
219,56,50ms
220,56,50ms
221,57,50ms
222,56,50ms
223,55,50ms
224,56,50ms
225,60,50ms
226,60,50ms
227,57,50ms
228,60,50ms
229,58,50ms
230,56,50ms
231,57,50ms
232,56,50ms
233,55,50ms
234,56,50ms
235,56,50ms
236,56,50ms
237,55,50ms
238,57,50ms
239,58,50ms
240,55,50ms
241,56,50ms
242,57,50ms
243,56,50ms
244,62,50ms
245,56,50ms
246,56,50ms
247,57,50ms
248,56,50ms
249,58,50ms
250,58,50ms
251,58,50ms
252,60,50ms
253,58,50ms
254,62,50ms
255,54,50ms
256,59,50ms
257,57,50ms
258,58,50ms
259,56,50ms
260,56,50ms
261,55,50ms
262,57,50ms
263,56,50ms
264,57,50ms
265,58,50ms
266,59,50ms
267,59,50ms
268,60,50ms
269,59,50ms
270,60,50ms
271,54,50ms
272,60,50ms
273,59,50ms
274,58,50ms
275,60,50ms
276,57,50ms
277,58,50ms
278,57,50ms
279,59,50ms
280,56,50ms
281,57,50ms
282,55,50ms
283,56,50ms
284,56,50ms
285,55,50ms
286,55,50ms
287,54,50ms
288,56,50ms
289,57,50ms
290,55,50ms
291,55,50ms
292,54,50ms
293,55,50ms
294,56,50ms
295,56,50ms
296,57,50ms
297,57,50ms
298,55,50ms
299,56,50ms
300,59,50ms
301,60,50ms
302,60,50ms
303,58,50ms
304,59,50ms
305,60,50ms
306,56,50ms
307,59,50ms
308,60,50ms
309,60,50ms
310,55,50ms
311,59,50ms
312,56,50ms
313,55,50ms
314,54,50ms
315,57,50ms
316,55,50ms
317,59,50ms
318,56,50ms
319,59,50ms
320,55,50ms
321,60,50ms
322,56,50ms
323,58,50ms
324,58,50ms
325,61,50ms
326,60,50ms
327,61,50ms
328,59,50ms
329,56,50ms
330,60,50ms
331,60,50ms
332,58,50ms
333,59,50ms
334,57,50ms
335,58,50ms
336,60,50ms
337,58,50ms
338,56,50ms
339,59,50ms
340,58,50ms
341,60,50ms
342,56,50ms
343,58,50ms
344,55,50ms
345,55,50ms
346,55,50ms
347,60,50ms
348,59,50ms
349,59,50ms
350,57,50ms
351,55,50ms
352,57,50ms
353,57,50ms
354,59,50ms
355,55,50ms
356,59,50ms
357,58,50ms
358,60,50ms
359,59,50ms
360,56,50ms
361,57,50ms
362,62,50ms
363,55,50ms
364,59,50ms
365,59,50ms
366,59,50ms
367,58,50ms
368,59,50ms
369,58,50ms
370,56,50ms
371,56,50ms
372,56,50ms
373,58,50ms
374,59,50ms
375,59,50ms
376,59,50ms
377,58,50ms
378,58,50ms
379,57,50ms
380,57,50ms
381,55,50ms
382,56,50ms
383,56,50ms
384,54,50ms
385,57,50ms
386,59,50ms
387,54,50ms
388,55,50ms
389,57,50ms
390,57,50ms
391,59,50ms
392,58,50ms
393,55,50ms
394,55,50ms
395,57,50ms
396,59,50ms
397,57,50ms
398,56,50ms
399,58,50ms
400,59,50ms
401,58,50ms
402,58,50ms
403,55,50ms
404,58,50ms
405,60,50ms
406,54,50ms
407,54,50ms
408,58,50ms
409,57,50ms
410,59,50ms
411,57,50ms
412,55,50ms
413,57,50ms
414,58,50ms
415,57,50ms
416,59,50ms
417,59,50ms
418,59,50ms
419,58,50ms
420,59,50ms
421,58,50ms
422,57,50ms
423,56,50ms
424,56,50ms
425,55,50ms
426,54,50ms
427,56,50ms
428,57,50ms
429,58,50ms
430,55,50ms
431,57,50ms
432,57,50ms
433,59,50ms
434,55,50ms
435,56,50ms
436,56,50ms
437,58,50ms
438,56,50ms
439,55,50ms
440,55,50ms
441,58,50ms
442,56,50ms
443,56,50ms
444,56,50ms
445,58,50ms
446,55,50ms
447,58,50ms
448,58,50ms
449,58,50ms
450,57,50ms
451,59,50ms
452,58,50ms
453,57,50ms
454,58,50ms
455,59,50ms
456,59,50ms
457,58,50ms
458,59,50ms
459,57,50ms
460,55,50ms
461,58,50ms
462,59,50ms
463,58,50ms
464,59,50ms
465,59,50ms
466,58,50ms
467,58,50ms
468,56,50ms
469,59,50ms
470,55,50ms
471,55,50ms
472,57,50ms
473,58,50ms
474,58,50ms
475,58,50ms
476,59,50ms
477,59,50ms
478,57,50ms
479,55,50ms
480,58,50ms
481,59,50ms
482,57,50ms
483,56,50ms
484,56,50ms
485,55,50ms
486,58,50ms
487,55,50ms
488,58,50ms
489,59,50ms
490,59,50ms
491,54,50ms
492,55,50ms
493,55,50ms
494,55,50ms
495,55,50ms
496,58,50ms
497,54,50ms
498,58,50ms
499,57,50ms
500,58,50ms
501,57,50ms
502,57,50ms
503,60,50ms
504,58,50ms
505,56,50ms
506,57,50ms
507,60,50ms
508,59,50ms
509,58,50ms
510,58,50ms
511,58,50ms
512,59,50ms
513,59,50ms
514,55,50ms
515,58,50ms
516,58,50ms
517,58,50ms
518,59,50ms
519,58,50ms
520,56,50ms
521,55,50ms
522,55,50ms
523,58,50ms
524,59,50ms
525,59,50ms
526,59,50ms
527,58,50ms
528,55,50ms
529,56,50ms
530,59,50ms
531,56,50ms
532,54,50ms
533,59,50ms
534,58,50ms
535,59,50ms
536,58,50ms
537,58,50ms
538,59,50ms
539,58,50ms
540,59,50ms
541,55,50ms
542,59,50ms
543,59,50ms
544,59,50ms
545,59,50ms
546,59,50ms
547,59,50ms
548,57,50ms
549,55,50ms
550,56,50ms
551,58,50ms
552,59,50ms
553,59,50ms
554,54,50ms
555,56,50ms
556,55,50ms
557,55,50ms
558,55,50ms
559,58,50ms
560,54,50ms
561,54,50ms
562,56,50ms
563,55,50ms
564,58,50ms
565,57,50ms
566,55,50ms
567,55,50ms
568,57,50ms
569,56,50ms
570,58,50ms
571,58,50ms
572,59,50ms
573,56,50ms
574,57,50ms
575,56,50ms
576,58,50ms
577,55,50ms
578,58,50ms
579,58,50ms
580,58,50ms
581,57,50ms
582,55,50ms
583,54,50ms
584,57,50ms
585,58,50ms
586,54,50ms
587,56,50ms
588,56,50ms
589,55,50ms
590,55,50ms
591,55,50ms
592,59,50ms
593,55,50ms
594,56,50ms
595,54,50ms
596,57,50ms
597,55,50ms
598,59,50ms
599,58,50ms
600,58,50ms
601,58,50ms
602,57,50ms
603,59,50ms
604,55,50ms
605,58,50ms
606,58,50ms
607,58,50ms
608,55,50ms
609,59,50ms
610,56,50ms
611,58,50ms
612,58,50ms
613,54,50ms
614,56,50ms
615,58,50ms
616,56,50ms
617,60,50ms
618,58,50ms
619,59,50ms
620,58,50ms
621,57,50ms
622,57,50ms
623,57,50ms
624,55,50ms
625,57,50ms
626,54,50ms
627,54,50ms
628,55,50ms
629,56,50ms
630,56,50ms
631,59,50ms
632,57,50ms
633,58,50ms
634,57,50ms
635,58,50ms
636,55,50ms
637,56,50ms
638,56,50ms
639,55,50ms
640,54,50ms
641,57,50ms
642,54,50ms
643,55,50ms
644,56,50ms
645,55,50ms
646,55,50ms
647,57,50ms
648,57,50ms
649,60,50ms
650,60,50ms
651,59,50ms
652,56,50ms
653,57,50ms
654,57,50ms
655,54,50ms
656,60,50ms
657,75,50ms
658,60,50ms
659,58,50ms
660,61,50ms
661,59,50ms
662,55,50ms
663,56,50ms
664,57,50ms
665,59,50ms
666,57,50ms
667,58,50ms
668,58,50ms
669,59,50ms
670,59,50ms
671,58,50ms
672,58,50ms
673,56,50ms
674,58,50ms
675,58,50ms
676,59,50ms
677,56,50ms
678,56,50ms
679,56,50ms
680,60,50ms
681,58,50ms
682,57,50ms
683,58,50ms
684,57,50ms
685,56,50ms
686,58,50ms
687,57,50ms
688,58,50ms
689,56,50ms
690,59,50ms
691,56,50ms
692,58,50ms
693,57,50ms
694,57,50ms
695,55,50ms
696,56,50ms
697,55,50ms
698,56,50ms
699,56,50ms
700,55,50ms
701,54,50ms
702,56,50ms
703,74,50ms
704,55,50ms
705,56,50ms
706,57,50ms
707,57,50ms
708,57,50ms
709,55,50ms
710,56,50ms
711,58,50ms
712,55,50ms
713,57,50ms
714,59,50ms
715,58,50ms
716,57,50ms
717,56,50ms
718,58,50ms
719,58,50ms
720,55,50ms
721,57,50ms
722,57,50ms
723,58,50ms
724,56,50ms
725,58,50ms
726,58,50ms
727,56,50ms
728,58,50ms
729,57,50ms
730,56,50ms
731,54,50ms
732,55,50ms
733,54,50ms
734,57,50ms
735,58,50ms
736,56,50ms
737,57,50ms
738,59,50ms
739,59,50ms
740,56,50ms
741,60,50ms
742,59,50ms
743,59,50ms
744,59,50ms
745,57,50ms
746,58,50ms
747,58,50ms
748,54,50ms
749,57,50ms
750,56,50ms
751,57,50ms
752,57,50ms
753,58,50ms
754,59,50ms
755,55,50ms
756,56,50ms
757,57,50ms
758,83,50ms
759,58,50ms
760,58,50ms
761,59,50ms
762,59,50ms
763,56,50ms
764,58,50ms
765,59,50ms
766,57,50ms
767,58,50ms
768,58,50ms
769,58,50ms
770,58,50ms
771,57,50ms
772,57,50ms
773,58,50ms
774,59,50ms
775,56,50ms
776,57,50ms
777,58,50ms
778,60,50ms
779,58,50ms
780,56,50ms
781,56,50ms
782,54,50ms
783,59,50ms
784,58,50ms
785,59,50ms
786,58,50ms
787,58,50ms
788,57,50ms
789,56,50ms
790,58,50ms
791,58,50ms
792,58,50ms
793,55,50ms
794,55,50ms
795,58,50ms
796,58,50ms
797,58,50ms
798,57,50ms
799,55,50ms
800,58,50ms
801,57,50ms
802,59,50ms
803,58,50ms
804,54,50ms
805,54,50ms
806,55,50ms
807,55,50ms
808,55,50ms
809,57,50ms
810,56,50ms
811,55,50ms
812,55,50ms
813,55,50ms
814,56,50ms
815,57,50ms
816,57,50ms
817,56,50ms
818,54,50ms
819,56,50ms
820,64,50ms
821,55,50ms
822,57,50ms
823,57,50ms
824,56,50ms
825,58,50ms
826,58,50ms
827,58,50ms
828,56,50ms
829,55,50ms
830,56,50ms
831,55,50ms
832,55,50ms
833,54,50ms
834,58,50ms
835,57,50ms
836,55,50ms
837,55,50ms
838,58,50ms
839,56,50ms
840,57,50ms
841,58,50ms
842,58,50ms
843,55,50ms
844,58,50ms
845,60,50ms
846,58,50ms
847,56,50ms
848,56,50ms
849,56,50ms
850,54,50ms
851,55,50ms
852,55,50ms
853,55,50ms
854,58,50ms
855,58,50ms
856,56,50ms
857,59,50ms
858,57,50ms
859,55,50ms
860,57,50ms
861,55,50ms
862,56,50ms
863,57,50ms
864,55,50ms
865,55,50ms
866,57,50ms
867,55,50ms
868,55,50ms
869,57,50ms
870,54,50ms
871,56,50ms
872,56,50ms
873,56,50ms
874,56,50ms
875,62,50ms
876,59,50ms
877,57,50ms
878,56,50ms
879,55,50ms
880,55,50ms
881,56,50ms
882,55,50ms
883,59,50ms
884,58,50ms
885,55,50ms
886,58,50ms
887,59,50ms
888,57,50ms
889,55,50ms
890,57,50ms
891,55,50ms
892,55,50ms
893,54,50ms
894,56,50ms
895,55,50ms
896,54,50ms
897,53,50ms
898,54,50ms
899,54,50ms
900,56,50ms
901,54,50ms
902,58,50ms
903,57,50ms
904,57,50ms
905,57,50ms
906,55,50ms
907,54,50ms
908,55,50ms
909,55,50ms
910,56,50ms
911,57,50ms
912,58,50ms
913,55,50ms
914,57,50ms
915,57,50ms
916,57,50ms
917,58,50ms
918,57,50ms
919,53,50ms
920,55,50ms
